Quantify Compound Summary Report 

Printed Mon Apr 19 16:14:00 2021

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area	1Area
3	3	TQS3_210326_003	testd std 3.125 ng/ml			
4	4	TQS3_210326_004	Blank	7.38	91	145
5	5	TQS3_210326_005	B3 Sta Blank	7.40	76	162
6	6	TQS3_210326_006	B3 Sta 0.625	7.42	3775	1451
7	7	TQS3_210326_007	B3 Sta 1.25	7.43	7911	4042
8	8	TQS3_210326_008	B3 Sta 3.125	7.42	19340	9884
9	9	TQS3_210326_009	B3 Sta 6.25			
10	10	TQS3_210326_010	B3 Sta 12.5	7.42	71269	35846
11	11	TQS3_210326_011	B3 Sta 25	7.41	153929	77362
12	12	TQS3_210326_012	B3 Sta 50	7.42	287037	138743
13	13	TQS3_210326_013	20190415_C_E-LC			
14	14	TQS3_210326_014	20190528_C_F-LC	7.28	44	142
15	15	TQS3_210326_015	20190615_W_1_9-LC	7.34	88	52
16	16	TQS3_210326_016	20200304_C_P-LC			
17	17	TQS3_210326_017	20200820_C_C-LC	7.35	50	76
18	18	TQS3_210326_018	20190511_C_G-LC			
19	19	TQS3_210326_019	20190528_C_C-LC			
20	20	TQS3_210326_020	20190819_C_K-LC			
21	21	TQS3_210326_021	20190819_C_N-LC			
22	22	TQS3_210326_022	20200304_C_Fg-LC	7.39	43	73
23	23	TQS3_210326_023	20200304_C_Hg-LC			
24	24	TQS3_210326_024	20200304_C_Ht-LC			
25	25	TQS3_210326_025	20200304_C_Kg-LC			
26	26	TQS3_210326_026	20200820_C_E-LC			
27	27	TQS3_210326_027	20200831_S_1_12-LC	7.32	79	136
28	28	TQS3_210326_028	20190510_S_1_9-LC			
29	29	TQS3_210326_029	20190511_C_I-LC	7.27	59	96
30	30	TQS3_210326_030	20190511_C_J-LC			
31	31	TQS3_210326_031	20190511_C_K-LC	7.43	45848	20670
32	32	TQS3_210326_032	20190511_C_L-LC	7.43	97161	44897
33	33	TQS3_210326_033	20190511_C_M-LC	7.24	112	52
34	34	TQS3_210326_034	20190511_C_N-LC			
35	35	TQS3_210326_035	20190511_C_O-LC			
36	36	TQS3_210326_036	20190528_C_A-LC			
37	37	TQS3_210326_037	20190528_C_B-LC			
38	38	TQS3_210326_038	20190528_C_D-LC			
39	39	TQS3_210326_039	20190528_C_E-LC			
40	40	TQS3_210326_040	20190528_C_H-LC			
41	41	TQS3_210326_041	20190606_W_1_2-LC			
42	42	TQS3_210326_042	20190615_S_1_9-LC			
43	43	TQS3_210326_043	20190819_C_J-LC			
44	44	TQS3_210326_044	20190819_C_M-LC			
45	45	TQS3_210326_045	20190819_C_P-LC			
46	46	TQS3_210326_046	20190819_C_Q-LC			
47	47	TQS3_210326_047	20200304_C_Eg-LC			
48	48	TQS3_210326_048	20200304_C_Et-LC			
49	49	TQS3_210326_049	20200304_C_Ft-LC			
50	50	TQS3_210326_050	20200304_C_Ig-LC	7.38	86	104
51	51	TQS3_210326_051	20200304_C_It-LC			
52	52	TQS3_210326_052	20200304_C_Jg-LC			
53	53	TQS3_210326_053	20200304_C_Jt-LC			
54	54	TQS3_210326_054	20200304_C_Kt-LC			
55	55	TQS3_210326_055	20200627_S_1_5-LC	7.29	167	58
56	56	TQS3_210326_056	20200701_S_1_12-LC			
57	57	TQS3_210326_057	20200812_S_1_12-LC	7.37	81	84
58	58	TQS3_210326_058	20200820_C_A-LC			
59	59	TQS3_210326_059	20200820_C_B-LC	7.25	75	129
60	60	TQS3_210326_060	20200820_C_D-LC			
61	61	TQS3_210326_061	20200820_C_Ft-LC			
62	62	TQS3_210326_062	20190415_C_F-LC	7.21	111	140
63	63	TQS3_210326_063	Blank			
64	64	TQS3_210326_064	B3 Sta Blank	7.36	69	67
65	65	TQS3_210326_065	B3 Sta 0.625	7.43	4289	1904
66	66	TQS3_210326_066	B3 Sta 1.25	7.43	8581	3850
67	67	TQS3_210326_067	B3 Sta 3.125	7.43	20208	9783
68	68	TQS3_210326_068	B3 Sta 6.25	7.43	41106	20347
69	69	TQS3_210326_069	B3 Sta 12.5	7.43	80542	38418
70	70	TQS3_210326_070	B3 Sta 25	7.43	170411	80580
71	71	TQS3_210326_071	B3 Sta 50	7.43	299975	141878
72	72	TQS3_210326_072	Blank			
73	73	TQS3_210326_073	B4 Sta Blank			
74	74	TQS3_210326_074	B4 Sta 0.625	7.43	4239	2171
75	75	TQS3_210326_075	B4 Sta 1.25			
76	76	TQS3_210326_076	B4 Sta 3.125	7.43	20846	9223
77	77	TQS3_210326_077	B4 Sta 6.25	7.42	40079	20377
78	78	TQS3_210326_078	B4 Sta 12.5	7.42	82393	38558
79	79	TQS3_210326_079	B4 Sta 25	7.42	161765	77253
80	80	TQS3_210326_080	B4 Sta 50	7.42	293460	142626
81	81	TQS3_210326_081	20201008_W_1_12-LC			
82	82	TQS3_210326_082	20201023_S_7-LC	7.29	163	74
83	83	TQS3_210326_083	20201023_S_8-LC	7.25	43	51
84	84	TQS3_210326_084	20190528_S_3-LC	7.28	72	81
85	85	TQS3_210326_085	20190528_S_4-LC			
86	86	TQS3_210326_086	20190528_S_7-LC	7.28	54	
87	87	TQS3_210326_087	20190528_S_8_12-LC			
88	88	TQS3_210326_088	20190818_S_10_12-LC	7.38	58	72
89	89	TQS3_210326_089	20190818_S_2-LC			
90	90	TQS3_210326_090	20190818_S_3-LC	7.30	125	
91	91	TQS3_210326_091	20190818_S_4-LC	7.27	16	46
92	92	TQS3_210326_092	20190818_S_5-LC			
93	93	TQS3_210326_093	20190818_S_6-LC			
94	94	TQS3_210326_094	20190818_S_7-LC			
95	95	TQS3_210326_095	20200617_S_1_4-LC	7.30	104	56
96	96	TQS3_210326_096	20200617_W_10_12-LC			
97	97	TQS3_210326_097	20200617_W_6-LC			
98	98	TQS3_210326_098	20200617_W_7-LC	7.36	52	57
99	99	TQS3_210326_099	20200617_W_8_9-LC			
100	100	TQS3_210326_100	20200813_S_3-LC	7.39	64	71
101	101	TQS3_210326_101	20201023_S_1_2-LC			
102	102	TQS3_210326_102	20201023_S_5-LC			
103	103	TQS3_210326_103	20201023_S_6-LC	7.37	112	109
104	104	TQS3_210326_104	20190528_S_2-LC	7.37	41	63
105	105	TQS3_210326_105	20190528_S_5-LC	7.25	48	12
106	106	TQS3_210326_106	20190528_S_6-LC			
107	107	TQS3_210326_107	20190818_S_1-LC			
108	108	TQS3_210326_108	20190818_S_8_9-LC			
109	109	TQS3_210326_109	20200617_S_8_9-LC	7.37	39	314
110	110	TQS3_210326_110	20190528_W_1-LC	7.38	21	39
111	111	TQS3_210326_111	20200813_S_4-LC	7.24	46	226
112	112	TQS3_210326_112	20200813_S_5-LC	7.37	57	210
113	113	TQS3_210326_113	20200813_S_6-LC			
114	114	TQS3_210326_114	20200813_S_7-LC	7.36	78	103
115	115	TQS3_210326_115	20200813_S_8_12-LC	7.31	47	88
116	116	TQS3_210326_116	20200816_S_1-LC			
117	117	TQS3_210326_117	20200816_S_2-LC			
118	118	TQS3_210326_118	20200816_S_3-LC	7.22	61	
119	119	TQS3_210326_119	20200816_S_4-LC			
120	120	TQS3_210326_120	20200816_S_5-LC			
121	121	TQS3_210326_121	20200924_S_1_9-LC			
122	122	TQS3_210326_122	20201008_S_1_12-LC	7.37	66	87
123	123	TQS3_210326_123	20200617_S_10_12-LC			
124	124	TQS3_210326_124	20200617_S_5-LC			
125	125	TQS3_210326_125	20200617_S_6-LC			
126	126	TQS3_210326_126	20200617_S_7-LC			
127	127	TQS3_210326_127	20200813_S_1_2-LC	7.21	42	64
128	128	TQS3_210326_128	B4 Sta Blank			
129	129	TQS3_210326_129	B4 Sta 0.625	7.41	4165	1945
130	130	TQS3_210326_130	B4 Sta 1.25	7.41	8242	4279
131	131	TQS3_210326_131	B4 Sta 3.125	7.42	22303	10129
132	132	TQS3_210326_132	B4 Sta 6.25	7.41	41528	21331
133	133	TQS3_210326_133	B4 Sta 12.5	7.42	82723	41429
134	134	TQS3_210326_134	B4 Sta 25	7.41	165551	81118
135	135	TQS3_210326_135	B4 Sta 50	7.43	299935	143246

Compound 17:  Pyraclostrobin

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	7.68	651709	530192
2	2	TQS3_210326_002	testd std 3.125 ng/ml	7.67	679451	548526
3	3	TQS3_210326_003	testd std 3.125 ng/ml	7.66	671164	540838
4	4	TQS3_210326_004	Blank	7.68	178	130
5	5	TQS3_210326_005	B3 Sta Blank	7.69	626	337
6	6	TQS3_210326_006	B3 Sta 0.625	7.69	128947	108921
7	7	TQS3_210326_007	B3 Sta 1.25	7.69	275546	237457
8	8	TQS3_210326_008	B3 Sta 3.125	7.68	709756	602239
9	9	TQS3_210326_009	B3 Sta 6.25	7.68	1427524	1222151
10	10	TQS3_210326_010	B3 Sta 12.5	7.68	2604692	2259550
11	11	TQS3_210326_011	B3 Sta 25	7.68	5439887	4844824
12	12	TQS3_210326_012	B3 Sta 50	7.68	8407834	8034212
13	13	TQS3_210326_013	20190415_C_E-LC	7.69	109940	99086
14	14	TQS3_210326_014	20190528_C_F-LC	7.70	4639	4140
15	15	TQS3_210326_015	20190615_W_1_9-LC	7.69	1414	916
16	16	TQS3_210326_016	20200304_C_P-LC	7.59	90	2942
17	17	TQS3_210326_017	20200820_C_C-LC	7.69	7210	6142
18	18	TQS3_210326_018	20190511_C_G-LC	7.69	2501	2217
19	19	TQS3_210326_019	20190528_C_C-LC	7.70	1556	780
20	20	TQS3_210326_020	20190819_C_K-LC	7.69	3308	2673
21	21	TQS3_210326_021	20190819_C_N-LC	7.58	67	2073
22	22	TQS3_210326_022	20200304_C_Fg-LC	7.69	166365	146159
23	23	TQS3_210326_023	20200304_C_Hg-LC	7.69	582124	511735
24	24	TQS3_210326_024	20200304_C_Ht-LC	7.69	963725	860486
25	25	TQS3_210326_025	20200304_C_Kg-LC	7.69	550613	491972
26	26	TQS3_210326_026	20200820_C_E-LC	7.56	95	3276
27	27	TQS3_210326_027	20200831_S_1_12-LC	7.68	25017	23049
28	28	TQS3_210326_028	20190510_S_1_9-LC	7.69	1867	1789
29	29	TQS3_210326_029	20190511_C_I-LC	7.70	2990	2654
30	30	TQS3_210326_030	20190511_C_J-LC	7.70	2755	2342
31	31	TQS3_210326_031	20190511_C_K-LC	7.69	14681	13392
32	32	TQS3_210326_032	20190511_C_L-LC	7.69	33284	29185
33	33	TQS3_210326_033	20190511_C_M-LC	7.69	519	307
34	34	TQS3_210326_034	20190511_C_N-LC	7.68	1396	602
35	35	TQS3_210326_035	20190511_C_O-LC	7.69	699	709
36	36	TQS3_210326_036	20190528_C_A-LC	7.52	63	769
37	37	TQS3_210326_037	20190528_C_B-LC	7.69	1207	1149
38	38	TQS3_210326_038	20190528_C_D-LC	7.50	63	2181
39	39	TQS3_210326_039	20190528_C_E-LC	7.69	12952	12382
40	40	TQS3_210326_040	20190528_C_H-LC	7.47	33	1140
41	41	TQS3_210326_041	20190606_W_1_2-LC	7.67	42	22
42	42	TQS3_210326_042	20190615_S_1_9-LC	7.68	1757	1551
43	43	TQS3_210326_043	20190819_C_J-LC	7.69	2860	2619
44	44	TQS3_210326_044	20190819_C_M-LC	7.68	2206	1452
45	45	TQS3_210326_045	20190819_C_P-LC	7.69	2073	1367
46	46	TQS3_210326_046	20190819_C_Q-LC	7.62	63	1421
47	47	TQS3_210326_047	20200304_C_Eg-LC	7.69	57738	52150
48	48	TQS3_210326_048	20200304_C_Et-LC	7.70	214561	193444
49	49	TQS3_210326_049	20200304_C_Ft-LC	7.70	281117	254255
50	50	TQS3_210326_050	20200304_C_Ig-LC	7.69	1396110	1258069
51	51	TQS3_210326_051	20200304_C_It-LC	7.69	529889	488556
52	52	TQS3_210326_052	20200304_C_Jg-LC	7.70	255368	230429
53	53	TQS3_210326_053	20200304_C_Jt-LC	7.70	844987	759267
54	54	TQS3_210326_054	20200304_C_Kt-LC	7.70	5008516	4591644
55	55	TQS3_210326_055	20200627_S_1_5-LC	7.70	23516	20702
56	56	TQS3_210326_056	20200701_S_1_12-LC	7.69	9298	7683
57	57	TQS3_210326_057	20200812_S_1_12-LC	7.70	71834	65808
58	58	TQS3_210326_058	20200820_C_A-LC	7.56	51	1731
59	59	TQS3_210326_059	20200820_C_B-LC	7.69	170	56
60	60	TQS3_210326_060	20200820_C_D-LC	7.67	452	
61	61	TQS3_210326_061	20200820_C_Ft-LC	7.69	378865	339273
62	62	TQS3_210326_062	20190415_C_F-LC	7.68	6852	5957
63	63	TQS3_210326_063	Blank	7.70	274	256
64	64	TQS3_210326_064	B3 Sta Blank	7.70	551	284
65	65	TQS3_210326_065	B3 Sta 0.625	7.69	144207	125164
66	66	TQS3_210326_066	B3 Sta 1.25	7.69	296069	264156
67	67	TQS3_210326_067	B3 Sta 3.125	7.69	725868	642212
68	68	TQS3_210326_068	B3 Sta 6.25	7.69	1458384	1302131
69	69	TQS3_210326_069	B3 Sta 12.5	7.69	2739540	2510113
70	70	TQS3_210326_070	B3 Sta 25	7.69	5684369	5218029
71	71	TQS3_210326_071	B3 Sta 50	7.69	8395089	8106082
72	72	TQS3_210326_072	Blank	7.46	120	3477
73	73	TQS3_210326_073	B4 Sta Blank	7.69	6946	5206
74	74	TQS3_210326_074	B4 Sta 0.625	7.69	146018	128803
75	75	TQS3_210326_075	B4 Sta 1.25	7.69	491	282
76	76	TQS3_210326_076	B4 Sta 3.125	7.69	719328	650501
77	77	TQS3_210326_077	B4 Sta 6.25	7.69	1392641	1251561
78	78	TQS3_210326_078	B4 Sta 12.5	7.68	2844393	2555970
79	79	TQS3_210326_079	B4 Sta 25	7.68	5515341	5060046
80	80	TQS3_210326_080	B4 Sta 50	7.69	8448620	8186219
81	81	TQS3_210326_081	20201008_W_1_12-LC	7.69	13105	11569
82	82	TQS3_210326_082	20201023_S_7-LC	7.68	32157	31810
83	83	TQS3_210326_083	20201023_S_8-LC	7.68	38644	36674
84	84	TQS3_210326_084	20190528_S_3-LC	7.69	3351	2970
85	85	TQS3_210326_085	20190528_S_4-LC	7.68	3716	3534
86	86	TQS3_210326_086	20190528_S_7-LC	7.69	4284	3403
87	87	TQS3_210326_087	20190528_S_8_12-LC	7.67	4268	3734
88	88	TQS3_210326_088	20190818_S_10_12-LC	7.67	14230	13398
89	89	TQS3_210326_089	20190818_S_2-LC	7.68	5633	4998
90	90	TQS3_210326_090	20190818_S_3-LC	7.68	4326	3839
91	91	TQS3_210326_091	20190818_S_4-LC	7.67	4229	3820
92	92	TQS3_210326_092	20190818_S_5-LC	7.69	3580	3242
93	93	TQS3_210326_093	20190818_S_6-LC	7.67	4221	3441
94	94	TQS3_210326_094	20190818_S_7-LC	7.67	7608	7262
95	95	TQS3_210326_095	20200617_S_1_4-LC	7.67	20709	18682
96	96	TQS3_210326_096	20200617_W_10_12-LC	7.66	116	418
97	97	TQS3_210326_097	20200617_W_6-LC	7.69	336	286
98	98	TQS3_210326_098	20200617_W_7-LC	7.68	238	202
99	99	TQS3_210326_099	20200617_W_8_9-LC	7.67	42	266
100	100	TQS3_210326_100	20200813_S_3-LC	7.68	16271	15050
101	101	TQS3_210326_101	20201023_S_1_2-LC	7.68	79299	74030
102	102	TQS3_210326_102	20201023_S_5-LC	7.67	21710	20625
103	103	TQS3_210326_103	20201023_S_6-LC	7.67	21043	18787
104	104	TQS3_210326_104	20190528_S_2-LC	7.68	980	751
105	105	TQS3_210326_105	20190528_S_5-LC	7.68	1931	1349
106	106	TQS3_210326_106	20190528_S_6-LC	7.68	2046	1721
107	107	TQS3_210326_107	20190818_S_1-LC	7.67	2012	2008
108	108	TQS3_210326_108	20190818_S_8_9-LC	7.68	5127	5052
109	109	TQS3_210326_109	20200617_S_8_9-LC	7.68	9619	9014
110	110	TQS3_210326_110	20190528_W_1-LC	7.65	47	131
111	111	TQS3_210326_111	20200813_S_4-LC	7.67	9110	8159
112	112	TQS3_210326_112	20200813_S_5-LC	7.68	10427	8783
113	113	TQS3_210326_113	20200813_S_6-LC	7.67	11185	9866
114	114	TQS3_210326_114	20200813_S_7-LC	7.67	11346	9406
115	115	TQS3_210326_115	20200813_S_8_12-LC	7.67	12139	10820
116	116	TQS3_210326_116	20200816_S_1-LC	7.66	4482	3855
117	117	TQS3_210326_117	20200816_S_2-LC	7.67	5655	4804
118	118	TQS3_210326_118	20200816_S_3-LC	7.66	5146	5062
119	119	TQS3_210326_119	20200816_S_4-LC	7.66	5755	4621
120	120	TQS3_210326_120	20200816_S_5-LC	7.67	8009	7100
121	121	TQS3_210326_121	20200924_S_1_9-LC	7.67	157573	145771
122	122	TQS3_210326_122	20201008_S_1_12-LC	7.67	8375	7067
123	123	TQS3_210326_123	20200617_S_10_12-LC	7.67	7049	5978
124	124	TQS3_210326_124	20200617_S_5-LC	7.67	6435	5228
125	125	TQS3_210326_125	20200617_S_6-LC	7.67	5112	4909
126	126	TQS3_210326_126	20200617_S_7-LC	7.68	6003	4943
127	127	TQS3_210326_127	20200813_S_1_2-LC	7.67	12919	11501
128	128	TQS3_210326_128	B4 Sta Blank	7.69	634	73
129	129	TQS3_210326_129	B4 Sta 0.625	7.67	143954	130222
130	130	TQS3_210326_130	B4 Sta 1.25	7.67	284135	251151
131	131	TQS3_210326_131	B4 Sta 3.125	7.68	731539	651914
132	132	TQS3_210326_132	B4 Sta 6.25	7.68	1432402	1289739
133	133	TQS3_210326_133	B4 Sta 12.5	7.68	2818144	2538893
134	134	TQS3_210326_134	B4 Sta 25	7.68	5519761	5085759
135	135	TQS3_210326_135	B4 Sta 50	7.69	8391244	8047994

Compound 18:  Dodine

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml			
2	2	TQS3_210326_002	testd std 3.125 ng/ml			
3	3	TQS3_210326_003	testd std 3.125 ng/ml	7.54	67878	31224
4	4	TQS3_210326_004	Blank	7.25	363	
5	5	TQS3_210326_005	B3 Sta Blank	7.55	391	62
6	6	TQS3_210326_006	B3 Sta 0.625	7.56	14484	6918
7	7	TQS3_210326_007	B3 Sta 1.25	7.57	38928	15036
8	8	TQS3_210326_008	B3 Sta 3.125	7.56	104539	41870
9	9	TQS3_210326_009	B3 Sta 6.25			
10	10	TQS3_210326_010	B3 Sta 12.5	7.56	420029	167021
11	11	TQS3_210326_011	B3 Sta 25	7.56	1016506	380528
12	12	TQS3_210326_012	B3 Sta 50	7.56	2208715	774511
13	13	TQS3_210326_013	20190415_C_E-LC			
14	14	TQS3_210326_014	20190528_C_F-LC	7.32	263	197
15	15	TQS3_210326_015	20190615_W_1_9-LC	7.33	286	159
16	16	TQS3_210326_016	20200304_C_P-LC	7.30	258	288
17	17	TQS3_210326_017	20200820_C_C-LC	7.32	844	409
18	18	TQS3_210326_018	20190511_C_G-LC	7.30	1041	216
19	19	TQS3_210326_019	20190528_C_C-LC	7.28	1145	41
20	20	TQS3_210326_020	20190819_C_K-LC	7.30	636	71
21	21	TQS3_210326_021	20190819_C_N-LC	7.29	1080	88
22	22	TQS3_210326_022	20200304_C_Fg-LC	7.31	257	50
23	23	TQS3_210326_023	20200304_C_Hg-LC	7.29	506	104
24	24	TQS3_210326_024	20200304_C_Ht-LC			
25	25	TQS3_210326_025	20200304_C_Kg-LC			
26	26	TQS3_210326_026	20200820_C_E-LC	7.30	649	124
27	27	TQS3_210326_027	20200831_S_1_12-LC	7.33	644	246
28	28	TQS3_210326_028	20190510_S_1_9-LC	7.29	562	85
29	29	TQS3_210326_029	20190511_C_I-LC	7.32	210	3586
30	30	TQS3_210326_030	20190511_C_J-LC	7.30	989	14
31	31	TQS3_210326_031	20190511_C_K-LC			
32	32	TQS3_210326_032	20190511_C_L-LC			
33	33	TQS3_210326_033	20190511_C_M-LC	7.29	654	76
34	34	TQS3_210326_034	20190511_C_N-LC	7.32	281	59
35	35	TQS3_210326_035	20190511_C_O-LC	7.29	592	51
36	36	TQS3_210326_036	20190528_C_A-LC	7.30	488	58
37	37	TQS3_210326_037	20190528_C_B-LC	7.31	420	51
38	38	TQS3_210326_038	20190528_C_D-LC	7.32	416	215
39	39	TQS3_210326_039	20190528_C_E-LC			
40	40	TQS3_210326_040	20190528_C_H-LC	7.29	1015	143
41	41	TQS3_210326_041	20190606_W_1_2-LC	7.33	738	44
42	42	TQS3_210326_042	20190615_S_1_9-LC	7.31	482	131
43	43	TQS3_210326_043	20190819_C_J-LC	7.32	388	51
44	44	TQS3_210326_044	20190819_C_M-LC	7.31	357	86
45	45	TQS3_210326_045	20190819_C_P-LC	7.33	487	131
46	46	TQS3_210326_046	20190819_C_Q-LC	7.30	480	37
47	47	TQS3_210326_047	20200304_C_Eg-LC	7.33	523	90
48	48	TQS3_210326_048	20200304_C_Et-LC	7.30	227	2528
49	49	TQS3_210326_049	20200304_C_Ft-LC			
50	50	TQS3_210326_050	20200304_C_Ig-LC	7.32	289	206
51	51	TQS3_210326_051	20200304_C_It-LC	7.47	749	186
52	52	TQS3_210326_052	20200304_C_Jg-LC	7.30	261	70
53	53	TQS3_210326_053	20200304_C_Jt-LC	7.30	381	98
54	54	TQS3_210326_054	20200304_C_Kt-LC			
55	55	TQS3_210326_055	20200627_S_1_5-LC	7.33	651	87
56	56	TQS3_210326_056	20200701_S_1_12-LC	7.30	485	104
57	57	TQS3_210326_057	20200812_S_1_12-LC	7.29	510	86
58	58	TQS3_210326_058	20200820_C_A-LC	7.31	1298	125
59	59	TQS3_210326_059	20200820_C_B-LC	7.32	62	
60	60	TQS3_210326_060	20200820_C_D-LC	7.30	158	
61	61	TQS3_210326_061	20200820_C_Ft-LC			
62	62	TQS3_210326_062	20190415_C_F-LC	7.56	217727	75752
63	63	TQS3_210326_063	Blank	7.33	446	66
64	64	TQS3_210326_064	B3 Sta Blank	7.33	866	67
65	65	TQS3_210326_065	B3 Sta 0.625	7.57	27481	9886
66	66	TQS3_210326_066	B3 Sta 1.25	7.57	59147	20146
67	67	TQS3_210326_067	B3 Sta 3.125	7.57	151721	51657
68	68	TQS3_210326_068	B3 Sta 6.25	7.57	291045	104312
69	69	TQS3_210326_069	B3 Sta 12.5	7.57	570302	200261
70	70	TQS3_210326_070	B3 Sta 25	7.57	1301534	443765
71	71	TQS3_210326_071	B3 Sta 50	7.57	2538479	820240
72	72	TQS3_210326_072	Blank	7.32	103	68
73	73	TQS3_210326_073	B4 Sta Blank	7.32	926	204
74	74	TQS3_210326_074	B4 Sta 0.625	7.57	28771	9486
75	75	TQS3_210326_075	B4 Sta 1.25	7.29	181	45
76	76	TQS3_210326_076	B4 Sta 3.125	7.57	143768	50780
77	77	TQS3_210326_077	B4 Sta 6.25	7.56	278253	100273
78	78	TQS3_210326_078	B4 Sta 12.5	7.56	591469	202949
79	79	TQS3_210326_079	B4 Sta 25	7.56	1233849	426778
80	80	TQS3_210326_080	B4 Sta 50	7.57	2470578	803520
81	81	TQS3_210326_081	20201008_W_1_12-LC	7.31	821	75
82	82	TQS3_210326_082	20201023_S_7-LC	7.28	1234	129
83	83	TQS3_210326_083	20201023_S_8-LC	7.31	255	377
84	84	TQS3_210326_084	20190528_S_3-LC	7.31	448	103
85	85	TQS3_210326_085	20190528_S_4-LC	7.30	951	153
86	86	TQS3_210326_086	20190528_S_7-LC	7.28	1029	66
87	87	TQS3_210326_087	20190528_S_8_12-LC	7.32	314	109
88	88	TQS3_210326_088	20190818_S_10_12-LC	7.32	804	108
89	89	TQS3_210326_089	20190818_S_2-LC	7.31	451	83
90	90	TQS3_210326_090	20190818_S_3-LC	7.33	232	48
91	91	TQS3_210326_091	20190818_S_4-LC	7.31	263	160
92	92	TQS3_210326_092	20190818_S_5-LC	7.34	203	134
93	93	TQS3_210326_093	20190818_S_6-LC	7.32	203	264
94	94	TQS3_210326_094	20190818_S_7-LC	7.31	501	50
95	95	TQS3_210326_095	20200617_S_1_4-LC	7.29	700	95
96	96	TQS3_210326_096	20200617_W_10_12-LC	7.31	459	120
97	97	TQS3_210326_097	20200617_W_6-LC	7.33	385	53
98	98	TQS3_210326_098	20200617_W_7-LC	7.32	336	72
99	99	TQS3_210326_099	20200617_W_8_9-LC	7.32	272	356
100	100	TQS3_210326_100	20200813_S_3-LC	7.32	375	258
101	101	TQS3_210326_101	20201023_S_1_2-LC	7.32	745	56
102	102	TQS3_210326_102	20201023_S_5-LC	7.30	1292	135
103	103	TQS3_210326_103	20201023_S_6-LC	7.32	640	139
104	104	TQS3_210326_104	20190528_S_2-LC	7.29	528	84
105	105	TQS3_210326_105	20190528_S_5-LC	7.30	1075	54
106	106	TQS3_210326_106	20190528_S_6-LC	7.30	1098	49
107	107	TQS3_210326_107	20190818_S_1-LC	7.29	600	61
108	108	TQS3_210326_108	20190818_S_8_9-LC	7.32	495	60
109	109	TQS3_210326_109	20200617_S_8_9-LC	7.28	1095	270
110	110	TQS3_210326_110	20190528_W_1-LC	7.30	735	48
111	111	TQS3_210326_111	20200813_S_4-LC	7.27	1206	287
112	112	TQS3_210326_112	20200813_S_5-LC	7.31	596	523
113	113	TQS3_210326_113	20200813_S_6-LC	7.32	510	139
114	114	TQS3_210326_114	20200813_S_7-LC	7.28	714	178
115	115	TQS3_210326_115	20200813_S_8_12-LC	7.32	471	53
116	116	TQS3_210326_116	20200816_S_1-LC	7.29	1290	66
117	117	TQS3_210326_117	20200816_S_2-LC	7.33	199	88
118	118	TQS3_210326_118	20200816_S_3-LC	7.31	453	103
119	119	TQS3_210326_119	20200816_S_4-LC	7.27	1419	46
120	120	TQS3_210326_120	20200816_S_5-LC	7.31	252	106
121	121	TQS3_210326_121	20200924_S_1_9-LC	7.33	225	206
122	122	TQS3_210326_122	20201008_S_1_12-LC	7.32	499	268
123	123	TQS3_210326_123	20200617_S_10_12-LC	7.33	285	113
124	124	TQS3_210326_124	20200617_S_5-LC	7.34	159	54
125	125	TQS3_210326_125	20200617_S_6-LC	7.29	1097	188
126	126	TQS3_210326_126	20200617_S_7-LC	7.27	1542	49
127	127	TQS3_210326_127	20200813_S_1_2-LC	7.30	545	143
128	128	TQS3_210326_128	B4 Sta Blank	7.26	959	174
129	129	TQS3_210326_129	B4 Sta 0.625	7.55	27176	9677
130	130	TQS3_210326_130	B4 Sta 1.25	7.55	53822	19506
131	131	TQS3_210326_131	B4 Sta 3.125	7.56	148837	52306
132	132	TQS3_210326_132	B4 Sta 6.25	7.55	300288	103929
133	133	TQS3_210326_133	B4 Sta 12.5	7.56	594596	206951
134	134	TQS3_210326_134	B4 Sta 25	7.55	1258437	426893
135	135	TQS3_210326_135	B4 Sta 50	7.57	2421228	798177

Compound 19:  Indoxacarb

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	7.91	23927	27550
2	2	TQS3_210326_002	testd std 3.125 ng/ml	7.90	27374	30125
3	3	TQS3_210326_003	testd std 3.125 ng/ml	7.90	26207	31750
4	4	TQS3_210326_004	Blank	7.75	68	
5	5	TQS3_210326_005	B3 Sta Blank			
6	6	TQS3_210326_006	B3 Sta 0.625	7.92	5070	6075
7	7	TQS3_210326_007	B3 Sta 1.25	7.92	11425	13252
8	8	TQS3_210326_008	B3 Sta 3.125	7.92	29099	33367
9	9	TQS3_210326_009	B3 Sta 6.25	7.91	54184	64123
10	10	TQS3_210326_010	B3 Sta 12.5	7.91	106177	120613
11	11	TQS3_210326_011	B3 Sta 25	7.91	241046	251420
12	12	TQS3_210326_012	B3 Sta 50	7.91	439145	466303
13	13	TQS3_210326_013	20190415_C_E-LC	7.92	2425	2845
14	14	TQS3_210326_014	20190528_C_F-LC	7.92	56	
15	15	TQS3_210326_015	20190615_W_1_9-LC			
16	16	TQS3_210326_016	20200304_C_P-LC			
17	17	TQS3_210326_017	20200820_C_C-LC			
18	18	TQS3_210326_018	20190511_C_G-LC			
