Quantify Compound Summary Report 

Printed Wed Feb 02 11:08:17 2022

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	8.27	450
59	59	TQS3_210503_059	20200617_S_5-LC_1024	8.14	281
60	60	TQS3_210503_060	20200617_S_6-LC_1024	8.09	115
61	61	TQS3_210503_061	20200617_S_7-LC_1024	8.13	37
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024	8.13	87
63	63	TQS3_210503_063	20200617_W_5-LC_2	8.16	231
64	64	TQS3_210503_064	20200813_S_3-LC_64	8.15	96
65	65	TQS3_210503_065	20200813_S_4-LC_128	8.15	72
66	66	TQS3_210503_066	B4 Sta 3.125	8.15	19618
67	67	TQS3_210503_067	20200813_S_5-LC_128	8.06	152
68	68	TQS3_210503_068	20200813_S_6-LC_128	8.16	67
69	69	TQS3_210503_069	20200813_S_7-LC_16	8.14	67
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	8.15	415
71	71	TQS3_210503_071	20201023_S_4-LC_2	8.15	1813
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	8.14	63
73	73	TQS3_210503_073	20200617_S_5-LC_128	8.15	144
74	74	TQS3_210503_074	20200617_S_6-LC_128	8.11	92
75	75	TQS3_210503_075	20200617_S_7-LC_128	8.17	313
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	8.24	589
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	8.15	333
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	8.16	385
79	79	TQS3_210503_079	B4 Sta Blank	8.15	418
80	80	TQS3_210503_080	B4 Sta 0.625	8.15	3401
81	81	TQS3_210503_081	B4 Sta 1.25	8.15	5418
82	82	TQS3_210503_082	B4 Sta 3.125	8.15	19850
83	83	TQS3_210503_083	B4 Sta 6.25	8.16	37729
84	84	TQS3_210503_084	B4 Sta 12.5	8.16	76608
85	85	TQS3_210503_085	B4 Sta 25	8.16	143538
86	86	TQS3_210503_086	B4 Sta 50	8.15	282685

Compound 11:  Trifloxystrobin

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml	8.22	692571
2	2	TQS3_210503_002	test std 3.125 ng/ml	8.23	736681
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	8.22	783235
4	4	TQS3_210503_004	Blank	8.23	1653
5	5	TQS3_210503_005	B3 Sta Blank	8.23	2035
6	6	TQS3_210503_006	B3 Sta 0.625	8.23	163636
7	7	TQS3_210503_007	B3 Sta 1.25	8.23	334157
8	8	TQS3_210503_008	B3 Sta 3.125	8.23	828170
9	9	TQS3_210503_009	B3 Sta 6.25	8.23	1655662
10	10	TQS3_210503_010	B3 Sta 12.5	8.23	3028273
11	11	TQS3_210503_011	B3 Sta 25	8.23	6008260
12	12	TQS3_210503_012	B3 Sta 50	8.23	8640338
13	13	TQS3_210503_013	20190511_C_K-LC_128	8.23	16675
14	14	TQS3_210503_014	20190511_C_L-LC_1024	8.24	2902
15	15	TQS3_210503_015	20190511_C_L-LC_128	8.24	2872
16	16	TQS3_210503_016	20190511_C_N-LC_256	8.25	1690
17	17	TQS3_210503_017	20190511_C_O-LC_256	8.23	1453
18	18	TQS3_210503_018	20190528_C_E-LC_32	8.23	96764
19	19	TQS3_210503_019	20190528_C_H-LC_256	8.24	1484
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	8.23	1398
21	21	TQS3_210503_021	20190819_C_J-LC_64	8.23	1537
22	22	TQS3_210503_022	20190819_C_L-LC_4	8.23	2064683
23	23	TQS3_210503_023	20190819_C_M-LC_64	8.23	3636
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	8.23	25653
25	25	TQS3_210503_025	20200304_C_Jt-LC_32	8.23	16672
26	26	TQS3_210503_026	B3 Sta 3.125	8.23	821846
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	8.23	9166
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	8.24	1218
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	8.23	1319
30	30	TQS3_210503_030	20200820_C_B-LC_8	8.23	668
31	31	TQS3_210503_031	20200820_C_D-LC_8	8.24	1267
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	8.23	1083
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	8.22	838
34	34	TQS3_210503_034	20190511_C_N-LC_32	8.23	597
35	35	TQS3_210503_035	20190511_C_O-LC_32	8.24	764
36	36	TQS3_210503_036	20190819_C_L-LC_32	8.23	263161
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	8.23	1385
38	38	TQS3_210503_038	20190511_C_L-LC_32	8.23	5704
39	39	TQS3_210503_039	B3 Sta Blank	8.24	450
40	40	TQS3_210503_040	B3 Sta 0.625	8.23	166499
41	41	TQS3_210503_041	B3 Sta 1.25	8.23	332320
42	42	TQS3_210503_042	B3 Sta 3.125	8.23	841069
43	43	TQS3_210503_043	B3 Sta 6.25	8.23	1638595
44	44	TQS3_210503_044	B3 Sta 12.5	8.23	3007928
45	45	TQS3_210503_045	B3 Sta 25	8.23	6084057
46	46	TQS3_210503_046	B3 Sta 50	8.23	8613488
47	47	TQS3_210503_047	B4 Sta Blank	8.23	16812
48	48	TQS3_210503_048	B4 Sta 0.625	8.23	162280
49	49	TQS3_210503_049	B4 Sta 1.25	8.23	206441
50	50	TQS3_210503_050	B4 Sta 3.125	8.23	859645
51	51	TQS3_210503_051	B4 Sta 6.25	8.23	1593633
52	52	TQS3_210503_052	B4 Sta 12.5	8.23	2895173
53	53	TQS3_210503_053	B4 Sta 25	8.23	5810914
54	54	TQS3_210503_054	B4 Sta 50	8.23	8421180
55	55	TQS3_210503_055	20190528_S_1-LC_8	8.23	16604
56	56	TQS3_210503_056	20190528_S_7-LC_16	8.23	4566
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	8.24	9825
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	8.24	1896
59	59	TQS3_210503_059	20200617_S_5-LC_1024	8.23	1381
60	60	TQS3_210503_060	20200617_S_6-LC_1024	8.24	1334
61	61	TQS3_210503_061	20200617_S_7-LC_1024	8.24	1302
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024	8.23	1166
63	63	TQS3_210503_063	20200617_W_5-LC_2	8.24	1630
64	64	TQS3_210503_064	20200813_S_3-LC_64	8.24	918
65	65	TQS3_210503_065	20200813_S_4-LC_128	8.23	399
66	66	TQS3_210503_066	B4 Sta 3.125	8.23	864229
67	67	TQS3_210503_067	20200813_S_5-LC_128	8.24	2249
68	68	TQS3_210503_068	20200813_S_6-LC_128	8.22	784
69	69	TQS3_210503_069	20200813_S_7-LC_16	8.23	1549
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	8.24	8498
71	71	TQS3_210503_071	20201023_S_4-LC_2	8.23	1826
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	8.24	1038
73	73	TQS3_210503_073	20200617_S_5-LC_128	8.24	1145
74	74	TQS3_210503_074	20200617_S_6-LC_128	8.24	1141
75	75	TQS3_210503_075	20200617_S_7-LC_128	8.25	1320
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	8.23	434
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	8.23	1682
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	8.24	4273
79	79	TQS3_210503_079	B4 Sta Blank	8.24	1086
80	80	TQS3_210503_080	B4 Sta 0.625	8.23	163108
81	81	TQS3_210503_081	B4 Sta 1.25	8.23	269856
82	82	TQS3_210503_082	B4 Sta 3.125	8.23	877188
83	83	TQS3_210503_083	B4 Sta 6.25	8.24	1637476
84	84	TQS3_210503_084	B4 Sta 12.5	8.23	3271383
85	85	TQS3_210503_085	B4 Sta 25	8.23	5980499
86	86	TQS3_210503_086	B4 Sta 50	8.23	8406266

Compound 12:  Prosulfocarb

	#	Name	Sample Text	RT	Area
1	1	TQS3_210503_001	test std 3.125 ng/ml	8.32	67
2	2	TQS3_210503_002	test std 3.125 ng/ml	8.33	58
3	3	TQS3_210503_003	test std 3.125 ng/ml windows	8.40	712927
4	4	TQS3_210503_004	Blank	8.41	26531
5	5	TQS3_210503_005	B3 Sta Blank	8.41	23542
6	6	TQS3_210503_006	B3 Sta 0.625	8.40	187520
7	7	TQS3_210503_007	B3 Sta 1.25	8.40	354408
8	8	TQS3_210503_008	B3 Sta 3.125	8.41	840146
9	9	TQS3_210503_009	B3 Sta 6.25	8.41	1646184
10	10	TQS3_210503_010	B3 Sta 12.5	8.41	2987813
11	11	TQS3_210503_011	B3 Sta 25	8.41	5918056
12	12	TQS3_210503_012	B3 Sta 50	8.40	8692794
13	13	TQS3_210503_013	20190511_C_K-LC_128	8.41	41930
14	14	TQS3_210503_014	20190511_C_L-LC_1024	8.41	25954
15	15	TQS3_210503_015	20190511_C_L-LC_128	8.41	25562
16	16	TQS3_210503_016	20190511_C_N-LC_256	8.41	937831
17	17	TQS3_210503_017	20190511_C_O-LC_256	8.41	946298
18	18	TQS3_210503_018	20190528_C_E-LC_32	8.41	44192
19	19	TQS3_210503_019	20190528_C_H-LC_256	8.41	113140
20	20	TQS3_210503_020	20190615_S_1_9-LC_64	8.41	51413
21	21	TQS3_210503_021	20190819_C_J-LC_64	8.41	46200
22	22	TQS3_210503_022	20190819_C_L-LC_4	8.41	27887
23	23	TQS3_210503_023	20190819_C_M-LC_64	8.41	51726
24	24	TQS3_210503_024	20200304_C_Ht-LC_16	8.41	20921
25	25	TQS3_210503_025	20200304_C_Jt-LC_32	8.41	21168
26	26	TQS3_210503_026	B3 Sta 3.125	8.40	818334
27	27	TQS3_210503_027	20200304_C_Kt-LC_256	8.41	21940
28	28	TQS3_210503_028	20200627_S_1_5-LC_256	8.41	36825
29	29	TQS3_210503_029	20200701_S_1_12-LC_256	8.41	45117
30	30	TQS3_210503_030	20200820_C_B-LC_8	8.41	284875
31	31	TQS3_210503_031	20200820_C_D-LC_8	8.41	399875
32	32	TQS3_210503_032	20200820_C_Ft-LC_512	8.41	22534
33	33	TQS3_210503_033	20200831_S_1_12-LC_16	8.41	256851
34	34	TQS3_210503_034	20190511_C_N-LC_32	8.40	9490600
35	35	TQS3_210503_035	20190511_C_O-LC_32	8.41	9185698
36	36	TQS3_210503_036	20190819_C_L-LC_32	8.41	48661
37	37	TQS3_210503_037	20200820_C_Ft-LC_64	8.41	44107
38	38	TQS3_210503_038	20190511_C_L-LC_32	8.41	43364
39	39	TQS3_210503_039	B3 Sta Blank	8.41	21775
40	40	TQS3_210503_040	B3 Sta 0.625	8.41	181642
41	41	TQS3_210503_041	B3 Sta 1.25	8.41	345088
42	42	TQS3_210503_042	B3 Sta 3.125	8.41	815422
43	43	TQS3_210503_043	B3 Sta 6.25	8.41	1620733
44	44	TQS3_210503_044	B3 Sta 12.5	8.41	2916421
45	45	TQS3_210503_045	B3 Sta 25	8.41	5855203
46	46	TQS3_210503_046	B3 Sta 50	8.41	8616779
47	47	TQS3_210503_047	B4 Sta Blank	8.41	40514
48	48	TQS3_210503_048	B4 Sta 0.625	8.41	177759
49	49	TQS3_210503_049	B4 Sta 1.25	8.41	224701
50	50	TQS3_210503_050	B4 Sta 3.125	8.41	847317
51	51	TQS3_210503_051	B4 Sta 6.25	8.41	1566640
52	52	TQS3_210503_052	B4 Sta 12.5	8.41	2859029
53	53	TQS3_210503_053	B4 Sta 25	8.41	5745393
54	54	TQS3_210503_054	B4 Sta 50	8.41	8401405
55	55	TQS3_210503_055	20190528_S_1-LC_8	8.41	4180917
56	56	TQS3_210503_056	20190528_S_7-LC_16	8.41	1843516
57	57	TQS3_210503_057	20200617_S_1_4-LC_16	8.41	1986996
58	58	TQS3_210503_058	20200617_S_10_12-LC_512	8.41	66736
59	59	TQS3_210503_059	20200617_S_5-LC_1024	8.41	55205
60	60	TQS3_210503_060	20200617_S_6-LC_1024	8.41	48684
61	61	TQS3_210503_061	20200617_S_7-LC_1024	8.41	52091
62	62	TQS3_210503_062	20200617_S_8_9-LC_1024	8.41	40219
63	63	TQS3_210503_063	20200617_W_5-LC_2	8.41	30586
64	64	TQS3_210503_064	20200813_S_3-LC_64	8.41	50720
65	65	TQS3_210503_065	20200813_S_4-LC_128	8.41	43979
66	66	TQS3_210503_066	B4 Sta 3.125	8.41	844527
67	67	TQS3_210503_067	20200813_S_5-LC_128	8.41	39422
68	68	TQS3_210503_068	20200813_S_6-LC_128	8.41	43003
69	69	TQS3_210503_069	20200813_S_7-LC_16	8.41	265010
70	70	TQS3_210503_070	20200924_S_1_9-LC_8	8.41	227379
71	71	TQS3_210503_071	20201023_S_4-LC_2	8.41	745969
72	72	TQS3_210503_072	20200617_S_1_4-LC_512	8.41	52240
73	73	TQS3_210503_073	20200617_S_5-LC_128	8.41	283039
74	74	TQS3_210503_074	20200617_S_6-LC_128	8.41	287320
75	75	TQS3_210503_075	20200617_S_7-LC_128	8.41	265418
76	76	TQS3_210503_076	20200617_S_8_9-LC_128	8.41	186086
77	77	TQS3_210503_077	20200617_S_1_4-LC_128	8.41	159457
78	78	TQS3_210503_078	20200617_S_10_12-LC_32	8.41	1478078
79	79	TQS3_210503_079	B4 Sta Blank	8.41	23015
80	80	TQS3_210503_080	B4 Sta 0.625	8.41	174032
81	81	TQS3_210503_081	B4 Sta 1.25	8.41	277710
82	82	TQS3_210503_082	B4 Sta 3.125	8.41	853172
83	83	TQS3_210503_083	B4 Sta 6.25	8.41	1588931
84	84	TQS3_210503_084	B4 Sta 12.5	8.41	3145152
85	85	TQS3_210503_085	B4 Sta 25	8.41	5766625
86	86	TQS3_210503_086	B4 Sta 50	8.41	8335822

