Quantify Compound Summary Report 

Printed Fri Oct 08 13:17:35 2021

Compound 1:  GLY_FOMC_qn

	#	Name	Sample Text	RT	Area
43	43	U1_04122020_043	20190415_C_D-GLY	4.99	3718
44	44	U1_04122020_044	20190415_C_E-GLY	4.99	3626
45	45	U1_04122020_045	20190415_C_F-GLY	4.84	19
46	46	U1_04122020_046	20190510_S_1_9-GLY	4.99	3982
47	47	U1_04122020_047	Blank	4.77	8
48	48	U1_04122020_048	Sta 0.1 µg/ml	4.99	4144
49	49	U1_04122020_049	Blank	5.00	2
50	50	U1_04122020_050	20190511_C_G-GLY	4.99	4516
51	51	U1_04122020_051	20190511_C_H-GLY	4.98	4292
52	52	U1_04122020_052	20190511_C_I-GLY	4.99	3008
53	53	U1_04122020_053	20190511_C_J-GLY	4.99	3652
54	54	U1_04122020_054	20190511_C_K-GLY	4.99	3009
55	55	U1_04122020_055	20190511_C_L-GLY	4.98	3138
56	56	U1_04122020_056	20190511_C_M-GLY	4.99	4173
57	57	U1_04122020_057	20190511_C_N-GLY	4.99	3545
58	58	U1_04122020_058	20190511_C_O-GLY	4.98	4752
59	59	U1_04122020_059	Blank	4.63	4
60	60	U1_04122020_060	Sta 0.1 µg/ml	4.99	5590
61	61	U1_04122020_061	Blank	4.79	3
62	62	U1_04122020_062	20190528_C_A-GLY	4.99	4590
63	63	U1_04122020_063	20190528_C_B-GLY	4.99	4533
64	64	U1_04122020_064	20190528_C_C-GLY	4.99	4757
65	65	U1_04122020_065	20190528_C_D-GLY	4.99	4847
66	66	U1_04122020_066	20190528_C_E-GLY	4.98	2969
67	67	U1_04122020_067	20190528_C_F-GLY	4.99	4552
68	68	U1_04122020_068	20190528_C_G-GLY	4.98	4847
69	69	U1_04122020_069	20190528_C_H-GLY	4.99	4009
70	70	U1_04122020_070	Blank	4.79	11
71	71	U1_04122020_071	Sta 0.1 µg/ml	4.99	4856
72	72	U1_04122020_072	Blank	4.96	1
73	73	U1_04122020_073	Sta Blank	4.99	4734
74	74	U1_04122020_074	Sta 0.005 µg/ml	4.99	5427
75	75	U1_04122020_075	Sta 0.01 µg/ml	4.99	4893
76	76	U1_04122020_076	Sta 0.02 µg/ml	4.99	5148
77	77	U1_04122020_077	Sta 0.05 µg/ml	4.99	5000
78	78	U1_04122020_078	Sta 0.1 µg/ml	4.99	5169
79	79	U1_04122020_079	Sta 0.2 µg/ml	4.99	4778
80	80	U1_04122020_080	Sta 0.5 µg/ml	4.98	5548
81	81	U1_04122020_081	Sta 1 µg/ml	4.98	5709
82	82	U1_04122020_082	Sta 2 µg/ml	4.98	5907
83	83	U1_04122020_083	Blank		
84	84	U1_04122020_084	Sta 0.1 µg/ml	4.99	4559
85	85	U1_04122020_085	Blank	4.78	6
86	86	U1_04122020_086	20190606_S_1_2-GLY	4.99	4719
87	87	U1_04122020_087	20190615_S_1_9-GLY	4.99	4356
88	88	U1_04122020_088	20190819_C_I-GLY	4.98	4153
89	89	U1_04122020_089	20190819_C_J-GLY	4.99	4338
90	90	U1_04122020_090	20190819_C_K-GLY	4.99	3885
91	91	U1_04122020_091	20190819_C_L-GLY	4.98	1532
92	92	U1_04122020_092	20190819_C_M-GLY	4.99	4065
93	93	U1_04122020_093	20190819_C_N-GLY	4.99	5124
94	94	U1_04122020_094	20190819_C_O-GLY	4.99	3479
95	95	U1_04122020_095	20190819_C_P-GLY	4.98	4372
96	96	U1_04122020_096	20190819_C_Q-GLY	4.98	4847
97	97	U1_04122020_097	Blank	4.75	3
98	98	U1_04122020_098	Sta 0.1 µg/ml	4.99	5060
99	99	U1_04122020_099	Blank	4.76	3
100	100	U1_04122020_100	20200304_C_A-GLY	4.99	2989
101	101	U1_04122020_101	20200304_C_B-GLY	4.99	2481
102	102	U1_04122020_102	20200304_C_C-GLY	4.98	3033
103	103	U1_04122020_103	20200304_C_D-GLY	4.99	4075
104	104	U1_04122020_104	20200304_C_Eg-GLY	4.98	2398
105	105	U1_04122020_105	20200304_C_Et-GLY	4.98	2871
106	106	U1_04122020_106	20200304_C_Fg-GLY	4.98	3351
107	107	U1_04122020_107	20200304_C_Ft-GLY	4.98	3564
108	108	U1_04122020_108	Blank	4.76	12
109	109	U1_04122020_109	Sta 0.1 µg/ml	4.99	4741
110	110	U1_04122020_110	Blank	4.88	12
111	111	U1_04122020_111	20200304_C_G-GLY	4.99	3984
112	112	U1_04122020_112	20200304_C_Hg-GLY	4.98	2809
113	113	U1_04122020_113	20200304_C_Ht-GLY	4.99	2984
114	114	U1_04122020_114	20200304_C_Ig-GLY	4.98	3041
115	115	U1_04122020_115	20200304_C_It-GLY	4.98	2432
116	116	U1_04122020_116	20200304_C_Jg-GLY	4.98	1988
117	117	U1_04122020_117	20200304_C_Jt-GLY	4.98	2095
118	118	U1_04122020_118	20200304_C_Kg-GLY	4.98	2291
119	119	U1_04122020_119	Blank	4.97	4
120	120	U1_04122020_120	Sta 0.1 µg/ml	4.99	2184
121	121	U1_04122020_121	Blank	4.79	10
122	122	U1_04122020_122	20200304_C_Kt-GLY	4.98	1463
123	123	U1_04122020_123	20200304_C_L-GLY	4.97	2915
124	124	U1_04122020_124	20200304_C_M-GLY	4.98	4539
125	125	U1_04122020_125	20200304_C_N-GLY	4.98	2757
126	126	U1_04122020_126	20200304_C_O-GLY	4.98	1509
127	127	U1_04122020_127	20200304_C_P-GLY	4.97	1478
128	128	U1_04122020_128	20200304_C_Q-GLY	4.98	1887
129	129	U1_04122020_129	20200304_C_R-GLY	4.98	2035
130	130	U1_04122020_130	Blank	5.00	6
131	131	U1_04122020_131	Sta 0.1 µg/ml	4.98	4692
132	132	U1_04122020_132	Blank	4.85	3
133	133	U1_04122020_133	20200304_C_S-GLY	4.98	3870
134	134	U1_04122020_134	20200304_C_T-GLY	4.99	2333
135	135	U1_04122020_135	20200304_C_U-GLY	4.98	1902
136	136	U1_04122020_136	20200304_C_V-GLY	4.98	1517
137	137	U1_04122020_137	20200304_C_W-GLY	4.98	5388
138	138	U1_04122020_138	20200304_C_X-GLY	4.98	2675
139	139	U1_04122020_139	20200627_S_1_5-GLY	4.97	2787
140	140	U1_04122020_140	20200701_S_1_12-GLY	4.98	2129
141	141	U1_04122020_141	20200812_S_1_12-GLY	4.98	2879
142	142	U1_04122020_142	Blank	4.78	7
143	143	U1_04122020_143	Sta 0.1 µg/ml	4.98	1626
144	144	U1_04122020_144	Blank		
145	145	U1_04122020_145	20200820_C_A-GLY	4.98	1807
146	146	U1_04122020_146	20200820_C_B-GLY	4.98	2103
147	147	U1_04122020_147	20200820_C_C-GLY	4.98	2053
148	148	U1_04122020_148	20200820_C_D-GLY	4.97	2009
149	149	U1_04122020_149	20200820_C_E-GLY	4.98	2203
150	150	U1_04122020_150	20200820_C_Ft-GLY	4.98	2213
151	151	U1_04122020_151	20200831_S_1_12-GLY	4.98	3907
152	152	U1_04122020_152	20200924_S_1_9-GLY	4.98	2975
153	153	U1_04122020_153	20200928_S_1_12-GLY	4.98	3797
154	154	U1_04122020_154	Blank	5.16	3
155	155	U1_04122020_155	Sta 0.1 µg/ml	4.98	5996
156	156	U1_04122020_156	Blank	4.79	1
157	157	U1_04122020_157	Sta Blank	4.99	3617
158	158	U1_04122020_158	Sta 0.005 µg/ml	4.99	2678
159	159	U1_04122020_159	Sta 0.01 µg/ml	4.98	8400
160	160	U1_04122020_160	Sta 0.02 µg/ml	4.98	2414
161	161	U1_04122020_161	Sta 0.05 µg/ml	4.98	9195
162	162	U1_04122020_162	Sta 0.1 µg/ml	4.98	2290
163	163	U1_04122020_163	Sta 0.2 µg/ml	4.98	2266
164	164	U1_04122020_164	Sta 0.5 µg/ml	4.98	2761
165	165	U1_04122020_165	Sta 1 µg/ml	4.98	5439
166	166	U1_04122020_166	Sta 2 µg/ml	4.98	5081
167	167	U1_04122020_167	Blank	4.87	8
168	168	U1_04122020_168	Sta 0.1 µg/ml	4.98	3605
169	169	U1_04122020_169	Blank	4.88	2
170	170	U1_04122020_170	Blank	4.85	5

