Teller,Monsters,Name,RT,Quant Area,Qual Area
92,QC 5 II,Cypermethrin III,22.286,7994,3060
93,QC 10 II,Cypermethrin III,22.282,12386,2194
94,Cal 5 II,Cypermethrin III,22.282,23999,7345
95,21110 A,Cypermethrin III,,,
96,21110 Spike,Cypermethrin III,22.286,5166,2491
97,21111 A,Cypermethrin III,,,
98,21111 B,Cypermethrin III,,,
99,21120,Cypermethrin III,,,
100,21121,Cypermethrin III,,,
101,21130,Cypermethrin III,,,
102,21131,Cypermethrin III,22.253,648,
103,21210,Cypermethrin III,,,
104,21211,Cypermethrin III,,,
105,Cal 5 II,Cypermethrin III,22.278,25020,6449
106,21220,Cypermethrin III,22.36,440,
107,21221,Cypermethrin III,22.324,909,1818
108,21230,Cypermethrin III,22.244,656,1323
109,21231,Cypermethrin III,,,
110,21310,Cypermethrin III,,,
111,21311,Cypermethrin III,,,
112,21320,Cypermethrin III,,,
113,21321,Cypermethrin III,,,
114,21330,Cypermethrin III,22.312,391,
115,21331,Cypermethrin III,,,
116,Cal 5 II,Cypermethrin III,22.282,24455,6027
117,Cal 5 II 1,Cypermethrin III,22.282,20181,5600
118,22110 A,Cypermethrin III,,,
119,22110 B,Cypermethrin III,,,
120,22111 A,Cypermethrin III,,,
121,22111 Spike,Cypermethrin III,22.278,3486,1132
122,22120,Cypermethrin III,22.227,449,648
123,22121,Cypermethrin III,22.344,1546,
124,22130,Cypermethrin III,,,
125,22131,Cypermethrin III,22.24,743,1399
126,22210,Cypermethrin III,22.386,412,
127,22211,Cypermethrin III,22.344,5557,
128,Cal 5 II 1,Cypermethrin III,22.278,17533,6575
129,22220,Cypermethrin III,,,
130,22221,Cypermethrin III,22.299,1216,1090
131,22230,Cypermethrin III,22.348,3747,
132,22231,Cypermethrin III,,,
133,22310,Cypermethrin III,22.352,1405,262
134,Cal 5 II 1,Cypermethrin III,22.282,21602,4593
,,,,,
Teller,Monsters,Name,RT,Quant Area,Qual Area
3,Cal 0,Deltamethrin I,23.056,671,45
4,Cal 0.125,Deltamethrin I,23.069,626,285
5,Cal 0.25,Deltamethrin I,23.069,1025,467
6,Cal 0.5,Deltamethrin I,23.064,1718,725
7,Cal 1,Deltamethrin I,23.068,2777,1199
8,Cal 5,Deltamethrin I,23.069,13844,7646
9,Cal 10,Deltamethrin I,23.068,27703,15139
10,Cal 25,Deltamethrin I,23.069,71155,38659
11,Cal 5,Deltamethrin I,23.069,13844,7708
12,Blanck chemical,Deltamethrin I,23.048,152,13
13,QC 0,Deltamethrin I,23.098,171,21
14,QC 0.5,Deltamethrin I,23.073,506,221
15,QC 1,Deltamethrin I,23.073,948,392
16,QC 2.5,Deltamethrin I,23.069,2088,1034
17,QC 5,Deltamethrin I,23.065,4222,1995
18,QC 10,Deltamethrin I,23.068,7667,4154
19,Cal 5,Deltamethrin I,23.069,15209,8100
20,31110 A,Deltamethrin I,23.188,0,0
21,31110 Spike,Deltamethrin I,23.064,3194,1495
22,31111 A,Deltamethrin I,23.155,0,
23,31111 B,Deltamethrin I,23.163,0,0
24,31120,Deltamethrin I,23.197,0,0
25,31121,Deltamethrin I,23.121,0,
26,31130,Deltamethrin I,23.117,0,0
27,31131,Deltamethrin I,23.145,0,0
28,31210,Deltamethrin I,23.117,0,90
29,31211,Deltamethrin I,23.116,0,
30,Cal 5,Deltamethrin I,23.065,13494,7130
31,31220,Deltamethrin I,23.209,0,0
32,31221,Deltamethrin I,23.154,0,0
33,31230,Deltamethrin I,23.121,0,0
34,31231,Deltamethrin I,23.18,0,0
35,31310,Deltamethrin I,23.082,0,
36,31311,Deltamethrin I,23.12,0,
37,31320,Deltamethrin I,23.125,653,54
38,31321,Deltamethrin I,23.116,0,0
39,31330,Deltamethrin I,23.172,0,
40,31331,Deltamethrin I,23.134,0,
41,Cal 5,Deltamethrin I,23.064,14152,7798
42,32110 A,Deltamethrin I,23.117,0,0
43,32110 B,Deltamethrin I,23.121,0,0
44,32111 A,Deltamethrin I,23.061,422,70
45,32111 Spike,Deltamethrin I,23.064,3039,1740
46,32120,Deltamethrin I,23.134,0,0
47,32121,Deltamethrin I,23.12,0,
48,32130,Deltamethrin I,23.142,0,
49,32131,Deltamethrin I,23.134,0,0
50,32210,Deltamethrin I,23.138,0,0
51,32211,Deltamethrin I,23.04,0,
52,Cal 5,Deltamethrin I,23.061,13935,7708
53,32220,Deltamethrin I,23.179,0,0
54,32221,Deltamethrin I,23.117,0,0
55,32230,Deltamethrin I,23.184,0,136
56,32231,Deltamethrin I,23.192,0,0
57,32310,Deltamethrin I,23.137,0,
58,32311,Deltamethrin I,23.172,0,
59,32320,Deltamethrin I,23.116,0,
60,32321,Deltamethrin I,23.205,0,0
61,32330,Deltamethrin I,23.179,0,0
62,32331,Deltamethrin I,23.145,0,46
63,Cal 5,Deltamethrin I,23.06,14436,7999
64,33110 A,Deltamethrin I,23.158,0,0
65,33110 Spike,Deltamethrin I,23.06,2724,1629
66,33111 A,Deltamethrin I,23.13,0,0
67,33111 B,Deltamethrin I,23.125,832,103
68,33120,Deltamethrin I,23.163,0,0
69,33121,Deltamethrin I,23.205,0,0
70,33130,Deltamethrin I,23.204,0,0
71,33131,Deltamethrin I,23.154,0,16
72,33210,Deltamethrin I,23.125,0,0
73,33211,Deltamethrin I,23.18,0,0
74,Cal 5,Deltamethrin I,23.056,15912,8695
75,Cal 5 II,Deltamethrin I,23.056,8055,4342
76,33220,Deltamethrin I,23.15,0,0
77,33221,Deltamethrin I,23.134,0,0
78,33230,Deltamethrin I,23.155,0,0
79,33231,Deltamethrin I,23.134,0,0
80,33310,Deltamethrin I,23.184,0,89
81,33311,Deltamethrin I,23.048,0,
82,33320,Deltamethrin I,23.197,0,0
83,33321,Deltamethrin I,23.12,0,0
84,33330,Deltamethrin I,23.179,0,
85,33331,Deltamethrin I,23.129,0,0
86,Cal 5 II,Deltamethrin I,23.056,7658,4193
87,Blanck chemical II,Deltamethrin I,23.018,203,77
88,QC 0 II,Deltamethrin I,23.12,0,0
89,QC 0.5 II,Deltamethrin I,23.047,313,129
90,QC 1 II,Deltamethrin I,23.056,619,203
91,QC 2.5 II,Deltamethrin I,23.056,1187,507
92,QC 5 II,Deltamethrin I,23.056,2400,1194
93,QC 10 II,Deltamethrin I,23.056,3715,1926
94,Cal 5 II,Deltamethrin I,23.056,7784,4011
95,21110 A,Deltamethrin I,23.141,0,0
96,21110 Spike,Deltamethrin I,23.056,2007,1118
97,21111 A,Deltamethrin I,23.134,0,0
98,21111 B,Deltamethrin I,23.187,0,0
99,21120,Deltamethrin I,23.18,0,0
100,21121,Deltamethrin I,23.12,0,0
101,21130,Deltamethrin I,23.125,0,0
102,21131,Deltamethrin I,23.12,0,
103,21210,Deltamethrin I,23.179,0,0
104,21211,Deltamethrin I,23.134,0,
105,Cal 5 II,Deltamethrin I,23.056,8482,4056
106,21220,Deltamethrin I,23.052,0,0
107,21221,Deltamethrin I,23.13,0,56
108,21230,Deltamethrin I,23.142,0,76
109,21231,Deltamethrin I,23.137,0,0
110,21310,Deltamethrin I,23.162,0,0
111,21311,Deltamethrin I,23.129,0,0
112,21320,Deltamethrin I,23.125,0,0
113,21321,Deltamethrin I,23.176,0,0
114,21330,Deltamethrin I,23.184,0,0
115,21331,Deltamethrin I,23.142,0,0
116,Cal 5 II,Deltamethrin I,23.051,8445,4578
117,Cal 5 II 1,Deltamethrin I,23.056,7820,4118
118,22110 A,Deltamethrin I,23.116,0,0
119,22110 B,Deltamethrin I,23.117,0,
120,22111 A,Deltamethrin I,23.183,0,0
121,22111 Spike,Deltamethrin I,23.048,455,232
122,22120,Deltamethrin I,23.175,0,
123,22121,Deltamethrin I,23.192,0,0
124,22130,Deltamethrin I,23.151,0,
125,22131,Deltamethrin I,23.117,0,0
126,22210,Deltamethrin I,22.939,0,0
127,22211,Deltamethrin I,23.192,0,0
128,Cal 5 II 1,Deltamethrin I,23.056,7040,3959
129,22220,Deltamethrin I,23.117,0,0
130,22221,Deltamethrin I,23.069,0,0
131,22230,Deltamethrin I,23.137,0,0
132,22231,Deltamethrin I,23.141,0,0
133,22310,Deltamethrin I,23.125,0,0
134,Cal 5 II 1,Deltamethrin I,23.052,7978,4167
,,,,,
Teller,Monsters,Name,RT,Quant Area,Qual Area
3,Cal 0,Deltamethrin II,23.289,342,51
4,Cal 0.125,Deltamethrin II,23.314,1566,564
5,Cal 0.25,Deltamethrin II,23.306,2371,888
6,Cal 0.5,Deltamethrin II,23.31,3728,1970
7,Cal 1,Deltamethrin II,23.314,7740,4402
8,Cal 5,Deltamethrin II,23.314,42871,23846
9,Cal 10,Deltamethrin II,23.31,91640,49909
10,Cal 25,Deltamethrin II,23.31,217348,118716
11,Cal 5,Deltamethrin II,23.314,44608,25044
12,Blanck chemical,Deltamethrin II,23.318,219,48
13,QC 0,Deltamethrin II,23.326,199,74
14,QC 0.5,Deltamethrin II,23.322,656,301
15,QC 1,Deltamethrin II,23.31,1493,772
16,QC 2.5,Deltamethrin II,23.31,3877,2411
17,QC 5,Deltamethrin II,23.31,7731,4845
18,QC 10,Deltamethrin II,23.306,14230,8125
19,Cal 5,Deltamethrin II,23.31,41910,24225
20,31110 A,Deltamethrin II,23.188,0,0
21,31110 Spike,Deltamethrin II,23.31,6370,3889
22,31111 A,Deltamethrin II,23.264,0,14
23,31111 B,Deltamethrin II,23.31,0,
24,31120,Deltamethrin II,23.272,0,0
25,31121,Deltamethrin II,23.326,0,0
26,31130,Deltamethrin II,23.276,0,0
27,31131,Deltamethrin II,23.263,0,
28,31210,Deltamethrin II,23.247,0,
29,31211,Deltamethrin II,23.271,0,19
30,Cal 5,Deltamethrin II,23.306,33992,18767
31,31220,Deltamethrin II,23.209,0,0
32,31221,Deltamethrin II,23.263,0,0
33,31230,Deltamethrin II,23.268,0,0
34,31231,Deltamethrin II,23.218,0,0
35,31310,Deltamethrin II,23.26,0,0
36,31311,Deltamethrin II,23.2,0,0
37,31320,Deltamethrin II,23.263,1431,36
38,31321,Deltamethrin II,23.208,0,0
39,31330,Deltamethrin II,23.255,0,0
40,31331,Deltamethrin II,23.192,0,0
41,Cal 5,Deltamethrin II,23.302,30564,17253
42,32110 A,Deltamethrin II,23.306,0,0
43,32110 B,Deltamethrin II,23.255,0,
44,32111 A,Deltamethrin II,23.255,0,0
45,32111 Spike,Deltamethrin II,23.302,6639,3943
46,32120,Deltamethrin II,23.234,0,0
47,32121,Deltamethrin II,23.275,0,0
48,32130,Deltamethrin II,23.213,0,0
49,32131,Deltamethrin II,23.218,0,0
50,32210,Deltamethrin II,23.167,0,0
51,32211,Deltamethrin II,23.268,0,0
52,Cal 5,Deltamethrin II,23.306,30557,15808
53,32220,Deltamethrin II,23.25,0,0
54,32221,Deltamethrin II,23.255,0,0
55,32230,Deltamethrin II,23.251,0,0
56,32231,Deltamethrin II,23.213,0,0
57,32310,Deltamethrin II,23.213,0,
58,32311,Deltamethrin II,23.222,0,0
59,32320,Deltamethrin II,23.275,0,
60,32321,Deltamethrin II,23.205,0,0
61,32330,Deltamethrin II,23.246,0,0
62,32331,Deltamethrin II,23.25,0,49
63,Cal 5,Deltamethrin II,23.302,31094,16702
64,33110 A,Deltamethrin II,23.275,0,0
65,33110 Spike,Deltamethrin II,23.302,4779,2613
66,33111 A,Deltamethrin II,23.301,0,0
67,33111 B,Deltamethrin II,23.271,0,0
68,33120,Deltamethrin II,23.218,0,0
69,33121,Deltamethrin II,23.205,0,0
70,33130,Deltamethrin II,23.275,0,0
71,33131,Deltamethrin II,23.221,0,26
72,33210,Deltamethrin II,23.25,2499,243
73,33211,Deltamethrin II,23.209,0,0
74,Cal 5,Deltamethrin II,23.297,26861,14408
75,Cal 5 II,Deltamethrin II,23.297,24216,12762
76,33220,Deltamethrin II,23.275,0,0
77,33221,Deltamethrin II,23.192,0,0
78,33230,Deltamethrin II,23.167,0,0
79,33231,Deltamethrin II,23.197,0,
80,33310,Deltamethrin II,23.251,0,0
81,33311,Deltamethrin II,23.167,0,
82,33320,Deltamethrin II,23.197,0,0
83,33321,Deltamethrin II,23.271,0,0
84,33330,Deltamethrin II,23.267,0,
85,33331,Deltamethrin II,23.263,0,0
86,Cal 5 II,Deltamethrin II,23.297,19549,10937
87,Blanck chemical II,Deltamethrin II,23.289,102,11
88,QC 0 II,Deltamethrin II,23.271,0,0
89,QC 0.5 II,Deltamethrin II,23.302,434,145
90,QC 1 II,Deltamethrin II,23.272,975,460
91,QC 2.5 II,Deltamethrin II,23.297,3922,1614
92,QC 5 II,Deltamethrin II,23.297,6716,3511
93,QC 10 II,Deltamethrin II,23.297,10433,5346
94,Cal 5 II,Deltamethrin II,23.293,21572,10988
95,21110 A,Deltamethrin II,23.271,0,0
96,21110 Spike,Deltamethrin II,23.293,2945,1529
97,21111 A,Deltamethrin II,23.213,0,0
98,21111 B,Deltamethrin II,23.221,0,0
99,21120,Deltamethrin II,23.251,0,0
100,21121,Deltamethrin II,23.25,0,
101,21130,Deltamethrin II,23.247,0,0
102,21131,Deltamethrin II,23.213,0,0
103,21210,Deltamethrin II,23.179,0,0
104,21211,Deltamethrin II,23.255,0,0
105,Cal 5 II,Deltamethrin II,23.297,19835,10777
106,21220,Deltamethrin II,23.264,0,0
107,21221,Deltamethrin II,23.272,0,0
108,21230,Deltamethrin II,23.243,0,0
109,21231,Deltamethrin II,23.263,0,0
110,21310,Deltamethrin II,23.229,0,0
111,21311,Deltamethrin II,23.225,0,0
112,21320,Deltamethrin II,23.251,0,0
113,21321,Deltamethrin II,23.205,0,102
114,21330,Deltamethrin II,23.276,0,0
115,21331,Deltamethrin II,23.222,0,0
116,Cal 5 II,Deltamethrin II,23.293,19777,10662
117,Cal 5 II 1,Deltamethrin II,23.293,18751,9308
118,22110 A,Deltamethrin II,23.259,0,0
119,22110 B,Deltamethrin II,23.222,0,0
120,22111 A,Deltamethrin II,23.233,0,0
121,22111 Spike,Deltamethrin II,23.276,2202,1139
122,22120,Deltamethrin II,23.233,0,0
123,22121,Deltamethrin II,23.192,0,0
124,22130,Deltamethrin II,23.239,0,0
125,22131,Deltamethrin II,23.255,0,0
126,22210,Deltamethrin II,23.271,0,0
127,22211,Deltamethrin II,23.233,0,
128,Cal 5 II 1,Deltamethrin II,23.293,16324,9055
129,22220,Deltamethrin II,23.243,0,26
130,22221,Deltamethrin II,23.251,0,0
131,22230,Deltamethrin II,23.259,0,0
132,22231,Deltamethrin II,23.229,0,0
133,22310,Deltamethrin II,23.234,0,38
134,Cal 5 II 1,Deltamethrin II,23.293,17755,9341
